company_name,industry,website,city,state,zip_code,phone,year_incorporated,company_age_years,executive_officers,board_directors,total_funding,latest_funding_amount,latest_funding_stage,latest_funding_date,Total Approvals,Total Denials,Approval_Rate,median_salary_offered,top_job_titles_sponsored
2B TECHNOLOGIES INC,Other Technology,2b.com,SAN FRANCISCO,CA,94108,(510) 214-3476,2022,3,Evan Leung,"Andrew Chan, Scott Woodside",3000000,3000000,Pre-Seed,29-11-2022,,,,,
2BE LIVE CORP,Other,2be-live.com,CARLSBAD,CA,92011,(917) 251-5332,2019,6,"Antonio Marcio Curi, Michel Eberhardt",,1000000,1000000,Pre-Seed,01-04-2019,,,,,
2C TECH CORP,Other Health Care,2c.com,IRVINE,CA,92618,(949) 420-0806,,,"IRVING ROBERT ARMSTRONG, JAMES TAYLOR, ROBERT ROBERT SHIMIZU","AKITERU FURUKAWA, CLAUDE BENEDICT, FRANK ROBERT CHEN, JEFFREY OLSON, NARESH MANDAVA, RAMGOPAL RAO",11000000,5000000,Pre-Seed,28-01-2019,,,,,
2D2C INC,Other Technology,2d2c.com,LINCOLNSHIRE,IL,60069,(847) 543-0980,,,"Paul E. Schulz, Steven E. Montgomery","Fredrick E. Streicher, Gregory E. Baker, Jeff E. Kost, John E. Bitzer III, Tom E. Latanision",2516990,1000000,Pre-Seed,17-08-2016,,,,,
2FUEL TECHNOLOGIES INC,Other Technology,2fueltechnologies.com,CANYON LAKE,TX,78113,(210) 846-6182,2015,10,"Bruce Garner, Michael Laplante","Feizhen Lu, Li Tang, Martin Heppner",5000000,2000000,Pre-Seed,07-12-2016,,,,,
2GHEALTH INC,Other Health Care,,New York,NY,10018,(888) 818-2059,2021,4,"Julius Bruch, Julius Daniel Mathias Bruch","George Ribaroff, Ian Chiang, Joel Salinas",18609246,10443495,Series A,16-06-2025,,,,,
2MORROW INC,Other Technology,2morrow.com,Kirkland,WA,98034,(833) 344-8425,,,"Brandon Masterson, Jo Masterson","Eric Larsen, John Koster",3348028,3348028,Seed,31-03-2021,,,,,
2ND WATCH HOLDING COMPANY INC,Other Technology,,LIBERTY LAKE,WA,99019,(888) 317-7920,2019,6,"DOUGLAS SCHNEIDER, KELL BODHOLT, SCOTT PARRISH","JASON WEAVER BOOMA, JUSTIN WEAVER LILLEY, MATT WEAVER MCILWAIN, NIKHIL OOMMEN JACOB EAPEN, STEPHEN GEOFFREY MILLER",170983423,11650000,Series A,30-06-2020,,,,,
2ND WATCH INC,Other Technology,2ndwatch.com,LIBERTY LAKE,WA,99019,(509) 994-4682,2010,15,"DOUG SCHNEIDER, JEFF ADEN, KELL E. BODHOLT, KRIS S. BLIESNER, SCOTT E. PARRISH","JASON BOOMA, JUSTIN JASCHKE, MATTHEW S. MCILWAIN",29350684,19350682,Series B,24-02-2017,,,,,
2NDKITCHEN INC,Other Technology,2ndkitchen.com,CHICAGO,IL,60654,(312) 312-5080,2018,7,NICOLAS ANASTASIADES,"ARIEL GAISLER, IRA WEISS, JONATHAN ELRON",4345000,3000000,Seed,27-09-2019,,,,,
2NDNATURE SOFTWARE INC,Other,2ndnaturesoftware.com,SANTA CRUZ,CA,95062,(650) 759-2353,,,Nicole Beck,"Jason Yoho, SJ Camarata, Spencer Ryono",5150000,5150000,Series A,11-06-2021,,,,,
2SEVENTY BIO INC,Biotechnology,2seventybio.com,CAMBRIDGE,MA,2142,(339) 499-9300,2021,4,"Nick Leschly, Nicola Heffron, Philip D. Gregory, William D. Baird","Denice R. Torres, Marcela V. Maus, Ramy R. Ibrahim, Sarah JS Glickman, William R. Sellers",170000009,170000009,Series D+,17-03-2022,,,,,
3 COOL CATS LLC,Other,,NEW YORK,NY,10011,(646) 334-6229,2018,7,Rocco Gabriel Venneri,,1000000,1000000,Pre-Seed,26-12-2019,,,,,
3 EGGPLANTS LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8564,2017,8,Joey Parnes,,3900000,3900000,Seed,16-08-2017,,,,,
3 VICTORS INC,Other Technology,,PLANO,TX,75024,(972) 755-4008,2020,5,"Bo O. Nottingham, Richard O. Seaney",Graeme O. Wallace,5000000,5000000,Seed,27-02-2020,,,,,
3-V BIOSCIENCES INC,Biotechnology,,Menlo Park,CA,94025,(650) 320-1760,,,"Dennis Jason Hom, George Kemble, Merdad Parsey, Rekha Hemrajani","Beth Seidenberg, David Mott, Gordon Ringold, James Young, Jason Fuller, Merdad Parsey, Richard Rodgers, Xufang Jason Duan",89197382,42197382,Series B,12-02-2019,,,,,
30 60 90 CORP,Other,30-60-90.com,SEATTLE,WA,98109,(206) 686-7711,2015,10,"John SanGiovanni, Sean B House, Susan B Sigl","Sarah B Imbach, Tim B Young",2639958,2639958,Seed,09-05-2017,,,,,
30 PARK PLACE EB-5 LENDERS LLC,Other,,NEW YORK,NY,10007,(212) 312-9203,2013,12,"Jonathan W. Knipe, Larry A. Silverstein, Leor W. Siri, Martin S. Burger, Melvin S. Kupperman",,250000000,250000000,Pre-Seed,28-08-2014,,,,,
3001 ARROYO LLC,Other,,VICTORIA,TX,77904,(361) 575-7653,2023,2,Brian H. Ferguson,,2532000,2532000,Pre-Seed,23-01-2024,,,,,
301 ORGANICS,Environmental Services,301organics.com,ACTON,CA,93510,(626) 786-5947,,,Christine Lenches-Hinkel,"Craig Wylder Coker, Dan Wylder Noble",4000000,4000000,Pre-Seed,19-12-2013,,,,,
301 PRADO GROUP LLC,Other,,SAN LUIS OBISPO,CA,93401,(805) 215-9547,2019,6,,"David Sansone, LLC 301 Manager",7500000,7500000,Series A,30-09-2019,,,,,
303 HOLDINGS INC,Other Technology,303-holdings.com,PALO ALTO,CA,94301,(847) 922-4337,2017,8,"CHARLES OLSON, ERIC LAX, STEVE GROSSMAN","BRADY BOHRMANN, KATHLEEN UTECHT",11834136,8603337,Series A,19-06-2019,,,,,
3030 ELIZABETH LLC,Other,,COLLEYVILLE,TX,76034,(949) 296-7502,2021,4,"Alan Stewart, Allyn Hoang, Brad Sumrok, Kenneth Le",,16500000,16500000,Series B,29-07-2021,,,,,
3030 LABS INC,Other,3030labs.com,SAN FRANCISCO,CA,94114,(847) 828-8229,2023,2,"Austin Petersmith, David Newman",,5432499,5432499,Seed,12-06-2024,,,,,
305 FITNESS INC,Other,305-fitness.com,NEW YORK,NY,10011,(212) 475-0425,2012,13,"Benjamin Kurzban, Ira Kurzban, Sadie Kurzban, Samuel Karshenboym","Derek Flanzraich, Sarah Foley",16550000,8000000,Series A,22-11-2019,,,,,
305 KENNETH WELCH FUND LLC,Other,,BOSTON,MA,2110,(617) 391-3590,2022,3,"James M. Alden, Jeffrey M. Harper, Peter R. Carbone III, Scott R. Tully, Shawn M. Hawthorne",,2264492,2264492,Seed,28-12-2022,,,,,
317 LABS INC,Other Technology,317labs.com,Los Angeles,CA,90064,(818) 522-6841,2017,8,"Brian Zatulove, Zachary Wise","Murat Bicer, Omar Hamoui, Sabri Murat Bicer",83236982,76499968,Series C,19-01-2021,2,0,100,171400,['Senior Engineer']
32 BIOSCIENCES INC,Biotechnology,32biosciences.com,ILLINOIS,IL,60064,18479225332,2023,2,Peter Farmakis,"Brian Yoor, Eugene C. Chang, Jaime Contreras, John C. Alverdy, Joseph Francis Pierre",6000000,6000000,Pre-Seed,21-05-2024,,,,,
325 BOWERY INC,Other Technology,,SANTA MONICA,CA,90405,(000) 000-0000,2017,8,"Aaron B. Telch, Aaron Telch, Lawrence Haertel","Collin B. Eckles, Fernando B. Gentil Jr.",11808500,7948500,Pre-Seed,11-10-2022,,,,,
328 BEDFORD CREEK LP,Investing,,ADDISON,TX,75001,(972) 331-6881,2016,9,"Carlos P Vaz, Stewart S Hsu",,5660000,5660000,Seed,13-10-2016,,,,,
3288 POLK INVESTOR LLC,Investing,,RICHARDSON,TX,75080,(469) 916-7700,2023,2,Cooper Wagner,Cole Jones,2025000,2025000,Pre-Seed,05-10-2023,,,,,
32HEALTH INC,Other Technology,32health.com,CHESTNUT HILL,MA,2467,(781) 738-6116,2022,3,"Deepak Ramaswamy, Shaju Puthussery",Rohan Malhotra,20030000,20030000,Series B,27-11-2024,,,,,
3500 RIVERSIDE LLC,Other,,DALLAS,TX,75243,(949) 296-7502,2017,8,Siva Palchuru,,,,,,,,,,
36 BTR LP,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2022,3,"Arleen Garza, Jacob Garza",Rebecca Treanor,,,,,,,,,
360 HOLDINGS I CORP,Manufacturing,,NEW YORK,NY,10103,(212) 644-5900,2015,10,"Adam L. Gromfin, Alexandre L. Mehfar, Barbara L. Burns, Christopher L. Basham, James L. Ho, Jan-Eric L. Kloth, Kirk L. McLean, Lawrence L. Tenebaum, Martin C. Eltrich, III, Michael L. Roberts, Steven E. DeCillis, II",Gregory L. Delaney,326511285,25000000,Series B,18-01-2019,,,,,
360 MANAGEMENT GROUP INC,Other,,VAN NUYS,CA,91406,(866) 437-6445,2016,9,"David Separzadeh, Michael Pietrzak, Michael Separzadeh",,2000000,2000000,Pre-Seed,17-03-2016,,,,,
360 MINING INC,Other,360-mining.com,AUSTIN,TX,78703-1421,(310) 415-3952,2021,4,Christopher Alfano,,13591264,13591264,Series A,08-12-2022,,,,,
360 SERVICES LLC,Other Technology,360.com,BUFFALO,NY,82834,(805) 284-6984,2020,5,Todd Paul Kulkin,,,,,,,,,,
360 SERVICES ORGANIZATION LLC,Other Health Care,,ROCHESTER,NY,14625,(585) 922-7272,,,Jeff Peacock,"Frank Salamone, Hugh Thomas, Jeff Fink, Karl Michalko, Todd Stein",1200000,1200000,Pre-Seed,12-04-2021,,,,,
37 BAKING HOLDINGS LLC,Other,,CHICAGO,IL,60632,(773) 523-2333,2022,3,"Haq Nawaz Chaudary, Jonathan Q. Dries",,9000000,9000000,Seed,22-04-2022,,,,,
37-11 HOTEL LENDER LLC,Other,,FRESH MEADOWS,NY,11365,(212) 209-3395,2020,5,,"David Marx, Manager, LLC 37-11 EB-5",98400000,98400000,Series C,18-07-2022,,,,,
37-11 LENDER LLC,Other,,FLUSHING,NY,11365,(718) 380-8882,2016,9,David Emanuel Marx,,66000000,66000000,Pre-Seed,18-01-2018,,,,,
3708 EB-5 FUND LLC,Other,,CORONA,NY,11368,(718) 397-8800,2024,1,Jiashu Xu,,,,,,,,,,
3840 WILSON RD LLC,Other,,AUSTIN,TX,78731,(949) 296-7502,2024,1,"Aubrey Tatarowicz, Benedict Franklin, Gulshan Oberoi, Myriem Mhirit",,,,,,,,,,
39 STEPS NY LLC,Other,39stepsny.com,NEW YORK,NY,10032,(212) 759-9701,2013,12,Douglas Denoff,,1200000,1200000,Pre-Seed,23-04-2014,,,,,
396 ARBOR CREEK LP,Investing,,ADDISON,TX,75001,(972) 331-6881,2016,9,"Carlos P Viz, Stewart S Hsu",,7500000,7500000,Pre-Seed,02-12-2016,,,,,
398 CEDAR HILL FUND LLC,Other,,Boston,MA,2110,(617) 391-3590,2023,2,Jeffrey Theobald,,4789868,4789868,Seed,04-01-2024,,,,,
3ACT SLIDE LLC,Other,3actslide.com,WILLIAMSTOWN,MA,1267,(413) 281-7632,2014,11,"Christianna Abel, David Armet",,2000000,2000000,Pre-Seed,31-05-2018,,,,,
3AM INNOVATIONS INC,Other Technology,3am-innovations.com,Buffalo,NY,14203,(716) 249-4711,2015,10,"Katie J. Sullivan, Mel J. Passarelli, Patrick J. O'Connor, Patrick O'Connor, Ryan J. Litt, Ryan Litt, Tom Dalfonso","Daniel J. DiPofi, David Bovenzi, David Brown, Mel Passarelli, Tom J. Rossi, Tom Rossi",17000000,5000000,Pre-Seed,13-01-2025,,,,,
3AM INNOVATIONS LLC,Other Technology,3am-innovations.com,BUFFALO,NY,14203,(716) 249-4711,2015,10,"Patrick O'Connor, Ryan Litt, Tom Dalfonso",,1500000,1500000,Pre-Seed,24-07-2019,,,,,
3AXISDATA LLC,Other Technology,3axisdata.com,AUSTIN,TX,78746,(360) 907-4182,2016,9,"Michael Gray, Patrick Gray, Richard Seger, Stephen Sedaker",John Doherty,1000000,1000000,Pre-Seed,02-02-2017,,,,,
3BALL USA INC,Other,3ballusa.com,BELMONT,CA,94002,(415) 710-4640,2015,10,"Kenneth Marciano, Michael Wranovics, Richard Mayerson, Thaddeus Taube",,2499999,2499999,Seed,11-01-2018,,,,,
3D BIO HOLDINGS INC,Biotechnology,,Brooklyn,NY,11237,(212) 922-9225,2014,11,Daniel L. Cohen,"Harlan F. Weisman, Matthew A. Fitzpatrick, Michael G. Bator",15000000,15000000,Series A,05-02-2019,,,,,
3D BIO HOLDINGS LLC,Biotechnology,3dbio.com,Brooklyn,NY,11237,(212) 922-9225,2014,11,"DANIEL L. COHEN, Daniel L. Cohen","HARLAN F. WEISMAN, Harlan F. Weisman, MATTHEW A. FITZPATRICK, MICHAEL G. BATOR, Matthew A. Fitzpatrick, Michael G. Bator",7500000,2500000,Seed,30-06-2017,,,,,
3D DATA LTD,Other Technology,3d-data.com,QUINCY,MA,2170,(617) 391-0192,2013,12,"Christopher Fitzhugh, Matthew Cabrera",,2500000,2500000,Pre-Seed,13-02-2015,,,,,
3D HUBS INC,Other Technology,3dhubs.com,NEW YORK,NY,10017,13479668024,2014,11,"Abram (Gerhard Julius) de Zwart, Abram Gerhard Julius de Zwart, Brian (Garret) Schuur, Brian Garret Schuur","Filemon (Garret) Schoffer, James (Garret) Wise, Ted (Garret) Persson",23139992,19639992,Series B,26-02-2019,,,,,
3D LIVE INC,Other,3dlive.com,LOS ANGELES,CA,90015,(323) 393-3186,2018,7,"Christian Dieckmann, Kang Ahn, Nathan Huber, Ryan Pardeiro","Decai Sun, Randolph Bradley",8186050,6947768,Seed,10-02-2020,,,,,
3D MUSEUM INVESTORS LLC,Other,,SAN FRANCISCO,CA,94117,(510) 367-1510,2017,8,Navraj Bawa,,,,,,,,,,
3D ROBOTICS INC,Other Technology,3d-robotics.com,Berkeley,CA,94710,(858) 225-1414,2011,14,"Gregory Christoper Anderson, Gregory Christopher Anderson, Jeevan Christopher Kalanithi, John Munoz Rex, Jordi Munoz Bardales, Nancy Christopher Egan, Nancy Munoz Egan","Bryce Christopher Roberts, Bryce Munoz Roberts, Chris Christopher Michel, Chris Munoz Michel, Jason Christopher Mendelson, Jason Munoz Mendelson, Jon Christopher Callaghan, Jon Munoz Callaghan",149078935,45000000,Series B,21-05-2016,,,,,
3DEGREES GROUP INC,Environmental Services,3degreesgroup.com,SAN FRANCISCO,CA,94104,(415) 689-5220,,,"MISHARY SALEM, Mishary Salem, STEVE MCDOUGAL, SUMIT KAPUR, Steve Mcdougal, Steven Mickelsen, Sumit Kapur","APRIL SALAS, DAN KALAFATAS, Daniel Kalafatas, ERIN CRAIG, KATHRYN COFFEY, Kathryn Coffey, MARK MONDIK, Steve McDougal",15489293,4000000,Seed,15-06-2022,,,,,
3DEO INC,Other Technology,3deo.co,Torrance,CA,90505,(310) 400-6382,2016,9,"MATTHEW PETROS, MATTHEW SAND, Matthew Petros, Matthew Sand, PAYMAN TORABI, Payman Torabi","DAVID BURNS, David Burns, KEN HOOD, Ken Hood, MARK SPOTO, NATE REDMOND, Nate Redmond",53991315,15076422,Series A,18-12-2020,4,0,100,110000,['Senior Mechanical Engineer']
3DERM SYSTEMS INC,Other Health Care,,Cambridge,MA,2142,(703) 300-0700,2012,13,"Elizabeth Asai, Elliot Swart","Gina Villani, Roy Miller",4310000,3155000,Pre-Seed,18-07-2016,,,,,
3DIB VENTURES LLC,Other,3dib.com,BEDFORD,NY,10506,(516) 816-7147,2016,9,Eyal Vadai,,2500000,2500000,Pre-Seed,08-11-2019,,,,,
3DILIGENT CORP,Other Technology,3diligent.com,El Segundo,CA,90245-4117,(310) 693-3051,2020,5,Cullen Hilkene,Scott Hilkene,4243201,4243201,Seed,01-08-2020,,,,,
3DLOOK INC,Other Technology,3dlook.io,SAN MATEO,CA,94401,(650) 235-4745,2016,9,"Edward Sklyaroff, Vadym Rogovskyi",Pavel Bogdanov,11166349,11166349,Series A,10-03-2021,,,,,
3DWTX LLC,Other Energy,3dwtx.com,ATHENS,TX,75751,(512) 417-4674,2023,2,George A Spencer,,100000000,100000000,Pre-Seed,06-09-2023,,,,,
3LAWS ROBOTICS INC,Other Technology,3lawsrobotics.com,PASADENA,CA,91125,(470) 886-7187,2022,3,"Andrew Singletary, Thomas Gurriet",Aaron Ames,2000000,2000000,Seed,30-06-2022,,,,,
3SCAN INC,Other Technology,,SAN FRANCISCO,CA,94103,(562) 537-1320,2010,15,"Megan Klimen, Todd Huffman","Adam Goulborn, Adam Goulburn, Joshua Wolfe, Matt Ocko",22596277,13999915,Series A,22-06-2016,,,,,
3SOL BROADWAY LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 589-5477,2025,0,"Alan Shorr, Richard Winkler",,,,,,,,,,
3SOL DEVELOPMENT LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 589-5477,2024,1,"Alan Shorr, Richard Winkler",,,,,,,,,,
3T CAPITAL RESERVE LLC,Investing,,AUSTIN,TX,78759,(512) 502-5385,2018,7,Jeff Ballard,,,,,,,,,,
3TA HALO INC,Telecommunications,,SAN FRANCISCO,CA,94114,(650) 793-8170,2024,1,,"Nathaniel Justin Kan, Robin Hon Bun Chan",1200000,1200000,Pre-Seed,24-10-2024,,,,,
3TEN8 INC,Telecommunications,3ten8.ai,SANTA CLARA,CA,94054,(424) 272-7203,2013,12,Amr Salem,,1676065,1676065,Pre-Seed,01-04-2015,,,,,
3TW LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 510-8563,2017,8,Scott Rudin,,3800000,3800000,Pre-Seed,16-11-2017,,,,,
3VR SECURITY INC,Other Technology,,SAN FRANCISCO,CA,94103,(415) 495-5790,,,Robert Allen Shipp,"Bill Allen Harding, Greg Allen Owens, Sonja Allen Perkins, Ted Allen Schlein",2470096,2470096,Seed,15-11-2016,,,,,
3XR INC,Other Technology,3xr.com,WAKEFIELD,MA,1880,(781) 587-3095,2019,6,Mike Festa,,2500000,2500000,Pre-Seed,15-07-2019,,,,,
4 IMPACT DATA INC,Other Technology,4impactdata.com,DALLAS,TX,75254,(214) 914-6010,2022,3,"Chris Hagans, Eric Eager, Marty Carney",,7000000,5000000,Pre-Seed,27-11-2023,,,,,
4-TELL INC,Other Technology,4-tell.com,STEVENSON,WA,98648,(509) 427-5374,,,"Ken Levy, Neil Lofgren, Tom O'Keefe","Craig Froude, Donald Landwirth, James Huston",3500000,3500000,Pre-Seed,08-08-2016,,,,,
405LABS INC,Computers,,POWAY,CA,92064,(443) 745-8541,2014,11,Alexander Watson,"Fred Wang, Kelly Perdew, Sameer Bhalotra",4659998,2330000,Pre-Seed,10-10-2014,,,,,
406 BOVINE INC,Other Technology,,Katy,TX,77494,(406) 561-7070,2021,4,"Bryan Elliot, Elliott Bryan",,3550000,1750000,Pre-Seed,26-01-2024,,,,,
409 WILLIAM LLC,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2022,3,"Arleen Garza, Jacob Garza",,,,,,,,,,
40GRID INC,Other Technology,,YARMOUTH PORT,MA,2675,(614) 439-1091,,,"Andrew Klein, Bilal Ahmad, Blake Bissonette, David Blauer","Andrew Klein, Jason Greenberg, Marshall Everson, Ross Treleven",7500000,2500000,Pre-Seed,02-11-2023,,,,,
410 FOREST FUND LLC,Other,,BOSTON,MA,2110,(617) 391-3590,2022,3,"James M. Alden, Jeffrey M. Harper, Jeffrey R. Theobald, Peter R. Carbone III, Shawn M. Hawthorne",,3395508,3395508,Seed,28-12-2022,,,,,
4100 RED RIVER HOLDINGS LLC,Lodging and Conventions,,AUSTIN,TX,78701,(512) 635-0002,2016,9,"Clark Lyda, Gregory Marchbanks",,27500000,27500000,Series A,17-02-2016,,,,,
42 AM HOLDINGS LLC,Other Banking and Financial Services,,SOUTHAMPTON,NY,11968,(212) 516-6345,2025,0,"Bryan Robertson, Colbey Arden",,5000000,5000000,Seed,08-08-2025,,,,,
42 NORTH PRIVATE HOLDINGS INC,Investing,,CANTON,MA,2021,(617) 620-3251,,,"Jack Thompson, Ryan J. Trost, Timothy J. Buckley","Brian J. Barefoot, Churchill J. Franklin, Hope J. Lundt, Rocco J. Maggiotto, Seth J. Kurland",3025000,3025000,Seed,04-03-2024,,,,,
420 HARLEY KNOX PARTNERS LLC,Investing,,LOS ANGELES,CA,90046,(310) 788-3445,2022,3,"420 HARLEY KNOX MM LLC, AMAROK 420 HARLEY KNOX MM LLC, Jason Post, POST 420 HARLEY KNOX MM LLC, PREG Management LLC",,10525000,10525000,Series A,18-03-2022,,,,,
420 TECH INC,Other,420-tech.com,WOODINVILLE,WA,98077,(206) 612-4172,2016,9,Tim Belvin,,1000000,1000000,Pre-Seed,02-11-2016,,,,,
4303 MARIPOSA DRIVE LLC,Other,,SOUTHLAKE,TX,76092,(949) 296-7502,2019,6,"Aalok Parikh, David Lagat, John Monteiro, Shakti C'Ganti",,7500000,7500000,Series A,22-09-2022,,,,,
437 CAPITAL FUND CORP,Other,437capital.com,CHULA VISTA,CA,91910,(619) 919-3514,2020,5,Daniel Testa,,,,,,,,,,
43RD STREET WHISPERING LAKE INVESTORS LLC,Other,,LOS ANGELES,CA,90024,(310) 528-3483,2015,10,"Derek Graham, Michael Flaherty",,4420395,4420395,Seed,22-05-2015,,,,,
44 BEARFOOT INVESTOR LLC,Other,,BUFFALO,NY,14202,(716) 631-8000,2019,6,"Ciminelli Buffalo Renaissance Fund, L.P., Ciminelli Real Estate Corporation",,,,,,,,,,
44 PRO HOLDINGS LLC,Other,,Chicago,IL,60606,(212) 558-2010,2024,1,"Donald S. Phillips, Gregory S. Oberholtzer, JF S. Berry",,32000000,32000000,Series B,30-04-2024,,,,,
456 BREED ST LLC,Other,,MONTEREY PARK,CA,91754,(949) 296-7502,2024,1,"David O Medina, Eric O Luevano, Jaime O Sanchez, Jorge O Contreras, Luis O Vargas",,,,,,,,,,
45TH STREET FUND LTD LIABILITY CO,Other,,NEW YORK,NY,10036,(212) 257-4929,2016,9,"John N. Hart, Jr.",Evamere N. Management LLC,5000000,5000000,Seed,01-11-2016,,,,,
47 CENTER INC,Other Technology,,NEW YORK,NY,10002,(000) 000-0000,2014,11,Ricardo Santos,Andreas Blixt,1000000,1000000,Pre-Seed,22-04-2015,,,,,
480 BIOMEDICAL INC,Other,,WATERTOWN,MA,2472,(617) 373-4600,,,Maria Palasis,"Carmichael S. Roberts, Guido Neels, Richard S. Mott, Robert Langer, Terrance McGuire",5999999,5999999,Series A,10-11-2016,,,,,
4AP TOPCO LLC,Other,,WILMETTE,IL,60091,(847) 906-5300,2023,2,,"George Malone, Paul Wormly, Richard Brock",,,,,,,,,
4D FUN,Other Technology,4dfun.com,CULVER CITY,CA,90232,(949) 288-3621,2020,5,"Jenni Ogden, Paul Vowell",Brian Master,,,,,,,,,
4D HEALTHWARE LLC,Other Health Care,4dhealthware.com,CHICAGO,IL,60611,(847) 650-7827,,,STAR CUNNINGHAM,,2107865,2107865,Seed,12-07-2016,,,,,
4D MOLECULAR THERAPEUTICS INC,Biotechnology,4dmoleculartherapeutics.com,EMERYVILLE,CA,94608,(510) 505-2680,2015,10,"David Kirn, David Kirn, M.D., David Schaffer, Ph.D.,, Leisa Johnson, Ph.D., Peter Francis, M.D., Theresa Janke","Charles Theuer, Ph.D., David Schaffer, Hoyoung Huh, M.D., Ph.D., Margi McLaughlin, Margi McLoughlin, Sharon Tetlow, Tony Yao",108593871,89999874,Series C,27-08-2018,,,,,
4D PATH INC,Other Health Care,4d-path.com,NEWTON,MA,2459,(617) 803-1619,2016,9,"Cristiano Jose Leao, Nicholas Jose Bero, Rodrigo Jose Navarro, Satabhisa Jose Mukhopadhyay, Tathagata Jose Dasgupta","Mario Jose Pinto, Roberto Jose Engels, Roberto Jose Lagana, Satabhisa Jose Mukhopadhyay, Tathagata Jose Dasgupta",24473052,16973052,Series A,24-04-2023,,,,,
4DI INC,Computers,4di.com,BOSTON,MA,2127,(508) 572-8490,2017,8,Mathew Harrison,,1900000,1900000,Pre-Seed,12-12-2018,,,,,
4DREPLAYINC,Other Technology,,SAN FRANCISCO,CA,94103,(415) 548-5788,2016,9,"Hong Su Jung, Hongsu Jung","Chang Hyun E Lee, Chang Hyun Lee, Henry Chon, Henry E Chon, Jooil Hong, Nobutake E Suzuki, Sang Yun E Lee, Sang Yun Lee",32499808,14999864,Series A,31-12-2020,,,,,
4DRMHC1 MASTER LLC (SERIES 1),Other Health Care,,AUSTIN,TX,78704,(817) 925-7645,2021,4,,Christopher Smith,,,,,,,,,
4E THERAPEUTICS INC,Biotechnology,4etherapeutics.com,AUSTIN,TX,78756,(512) 577-7779,2019,6,Thomas Craig Benson,"Eric Craig Price, Joseph Craig Price, Theodore Craig Price",2000020,2000020,Pre-Seed,29-10-2021,,,,,
4G CLINICAL LLC,Other Technology,4gclinical.com,DOVER,MA,2030,(503) 970-5931,2016,9,"David Kelleher, Edward D. Henderson, Edward D. Tourtellotte, Edward Tourtellotte",Ted Henderson,25118999,14618999,Series A,30-12-2019,,,,,
4IQ INC,Other Technology,4iq.com,LOS GATOS,CA,95032,(408) 307-2979,2016,9,"Daniel M. Green, Julio Casal, Monica Pal, Regina Doss","Alberto M. Gomez, Alberto M. Yepez",14242200,14242200,Series A,19-07-2016,,,,,
4L ULTIMATE TOPCO CORP,Other,,PLANO,TX,75024,(815) 431-3728,,,"ANDREW BUCK, DAN PEREZ, RICHARD FISCHER, SAJJAD MALIK","BILL MITCHELL, DAN FLETCHER, GRANT LONG, MALCOLM MCROBERTS, MINA FALTAS",11500000,11500000,Series A,27-05-2020,,,,,
4M&I LLC,Other Banking and Financial Services,4mi.io,EL PASO,TX,79905,(915) 304-5260,2016,9,"Edgar Ortiz, Terri Bashore",,,,,,,,,,
4MINDSAI INC,Other Technology,4mindsai.com,DALLAS,TX,75206,(217) 415-7211,2024,1,"Carl Christensen, Jason Nocco, Kubashen Naidoo, Ryan Trimberger",,3000000,3000000,Seed,14-10-2024,,,,,
4OAK FILM FUND LLC,Other,,LOS ANGELES,CA,90036,(323) 935-3400,2019,6,"Douglas Michael Shaffer, Joseph Michael Caston, Paul Michael Miloknay, Ryan Michael Lewis",,,,,,,,,,
4PAWS DX INC,Other Health Care,4pawsdx.com,La Jolla,CA,92037,(858) 792-3601,2019,6,Daniel Grosu,"Jeffrey Friedman, Richard Shen",29610000,10000000,Pre-Seed,27-12-2020,,,,,
4SIGHT LABS INC,Other Technology,4sightlabs.com,San Francisco,CA,94114,(415) 577-5600,2020,5,"Ian Osteyee, John DeFalco",Charles Henick,7755344,7755344,Series A,16-09-2022,,,,,
4TECH INC,Biotechnology,4tech.com,Newton,MA,2466,(781) 642-7600,2011,14,Carine Schorochoff,"Benjamin Tsai, Eric Le Royer, Jan Pensaert, Lawrence C. Best, Rudi Marien",28852767,28852767,Series B,08-12-2015,,,,,
4UNIQUENESS INC,Other Technology,4uniqueness.com,SANTA MONICA,CA,90405,(562) 313-9059,2023,2,CYNTHIA M STEPHENS,,7500000,7500000,Series A,15-08-2023,,,,,
511 ABR CORP,Other,511abr.com,IRVINE,CA,92614,(949) 333-5033,2016,9,"Elias A. Sabo, Patrick A. Maciariello, Zach A. Sawtelle",,232645470,232645470,Series D+,31-08-2016,,,,,
5110 AZALEA LLC,Other,,SAN ANTONIO,TX,78230,(949) 296-7502,2022,3,"Arleen Garza, Jacob Garza",,,,,,,,,,
51C COLLABORATIVE INC,Other,,NEW YORK,NY,10001,(646) 791-6163,2022,3,"Brian Derrick, Taylor Ourada",,7200000,5000000,Seed,28-02-2025,,,,,
52 PRODUCTIONS INC,Other Technology,52productions.com,OAKLAND,CA,94618,(510) 388-2121,2021,4,"Adam Cheyer, Richard Turner",Jonathan Pauli,1000000,1000000,Pre-Seed,21-04-2023,,,,,
